StartDate,EndDate,Duration__in_seconds_,Finished,RecordedDate,ResponseId,Age,Age_classes,Gender,Party_to_vote_for,PoliticalSpectrum_Left,PoliticalSpectrum_Prog,PoliticalSpectrum_Coal,Education,Education_classes,Househol_composition,No_of_cars_in_househol,Type_of_house,Net_income_household,Postal_code,INHABITANTS_postal_cod,unemployment_socia_ass,share_owner_occupied_h,share_rented_house,Area_address_density,Urban_density_class
2021/11/24 05:11,2021/11/24 05:23,724,True,2021/11/24 05:23,R_12tJ7Sw4dhgx09P,47,45-55,Male,PVV (Partij voor de Vrijheid),Centre,Strongly conservative,Opposition parties,"HAVO, VWO, MBO2-4",Medium,"Single, without children living at home",1,Rented house,1000 - 1999 euro,7443,9210,6.406080347,70,20,838,Little urban (address density of 500 to 1 000)
2021/11/24 05:36,2021/11/24 05:55,1138,True,2021/11/24 05:55,R_3ESBL8imLUIc6Us,40,35-45,Female,No idea,No idea,No idea,No idea,Master (HBO/WO),High,"Living together/married, with children living at home",1,Owner-occupied house,4000 - 4999 Euros,1948,6205,4.512489927,70,30,1555,Highly urban (address density of 1 500 to 2 500)
2021/11/24 06:27,2021/11/24 06:51,1447,True,2021/11/24 06:51,R_ZDzOumwRJYljRHX,48,45-55,Male,VVD,Centre Right,Conservative,Coalition parties,Bachelor's degree (HBO/WO),Medium,"Living together/married, without children living at home",2,Owner-occupied house,3000 - 3999 Euros,6842,2865,6.457242583,60,30,1351,Moderately urban (address density of 1 000 to 1 500)
2021/11/24 06:48,2021/11/24 07:07,1135,True,2021/11/24 07:07,R_zcJoYRNFMR3LKJX,42,35-45,Male,SGP,Centre Right,Conservative,Opposition parties,"HAVO, VWO, MBO2-4",Medium,"Living together/married, with children living at home",2,Owner-occupied house,4000 - 4999 Euros,9400,,,,,,
2021/11/24 06:48,2021/11/24 07:02,798,True,2021/11/24 07:02,R_ZxyVGPw43CwzUYx,29,25-35,Female,Pieter Omtzigt,Unknown,Unknown,Opposition parties,Bachelor's degree (HBO/WO),Medium,"Living together/married, without children living at home",1,Owner-occupied house,4000 - 4999 Euros,4611,9210,9.880564604,50,50,2891,Very highly urban (address density of 2 500 or more)
2021/11/24 07:46,2021/11/24 08:02,968,True,2021/11/24 08:02,R_3IbLpRAvUfl2A5K,48,45-55,Male,VVD,Centre Right,Conservative,Coalition parties,Bachelor's degree (HBO/WO),Medium,"Living together/married, with children living at home",2,Owner-occupied house,Euro 6000 - 6999,3068,22860,10.43307087,40,60,2901,Very highly urban (address density of 2 500 or more)
2021/11/24 09:13,2021/11/24 09:20,423,True,2021/11/24 09:20,R_1nOsMBUPBqEybWU,37,35-45,Male,D66,Centre,Strongly progressive,Coalition parties,"VMBO, HAVO/VWO first 2 years, MBO 1",Low,"Single, without children living at home",1,Owner-occupied house,0 - 999 Euros,3445,4330,4.734411085,60,40,1377,Moderately urban (address density of 1 000 to 1 500)
2021/11/24 09:47,2021/11/24 10:29,2519,True,2021/11/24 10:29,R_XIdEZuExqwZPzI5,48,45-55,Male,D66,Centre,Strongly progressive,Coalition parties,"HAVO, VWO, MBO2-4",Medium,"Single, without children living at home",1,Owner-occupied house,2000 - 2999 Euros,1335,12375,8.565656566,70,30,1872,Highly urban (address density of 1 500 to 2 500)
2021/11/24 10:01,2021/11/24 10:14,780,True,2021/11/24 10:14,R_2WBUFBpZIQROC34,78,75+,Male,JA21,Right,Strongly conservative,Opposition parties,"HAVO, VWO, MBO2-4",Medium,"Living together/married, without children living at home",1,Owner-occupied house,1000 - 1999 euro,3816,11170,10.42972247,50,50,2658,Very highly urban (address density of 2 500 or more)
2021/11/24 10:01,2021/11/24 10:17,934,True,2021/11/24 10:17,R_22FH5W7I7DzGcMH,55,55-65,Male,No answer,No answer,No answer,No answer,Bachelor's degree (HBO/WO),Medium,"Living together/married, with children living at home",2,Owner-occupied house,4000 - 4999 Euros,3740,,,,,,
2021/11/24 10:02,2021/11/24 10:21,1154,True,2021/11/24 10:21,R_2q2ws3sY9zm5V3m,73,65-75,Male,VVD,Centre Right,Conservative,Coalition parties,"VMBO, HAVO/VWO first 2 years, MBO 1",Low,"Living together/married, without children living at home",1,Owner-occupied house,1000 - 1999 euro,9671,4150,13.01204819,50,50,1722,Highly urban (address density of 1 500 to 2 500)
2021/11/24 10:04,2021/11/24 10:14,588,True,2021/11/24 10:14,R_2xAcrcAKjsPYfwL,75,75+,Male,SP (Socialist Party),Left,Progressive,Opposition parties,"HAVO, VWO, MBO2-4",Medium,"Living together/married, without children living at home",1,Rented house,2000 - 2999 Euros,5268,4870,4.517453799,70,30,419,Non-urban (address density of less than 500)
2021/11/24 10:04,2021/11/24 10:30,1538,True,2021/11/24 10:30,R_D6OxYk70WDLx3sl,68,65-75,Male,GROENLINKS,Centre Left,Strongly progressive,Opposition parties,Master (HBO/WO),High,"Living together/married, without children living at home",1,Owner-occupied house,4000 - 4999 Euros,1741,12430,6.757843926,60,40,1589,Highly urban (address density of 1 500 to 2 500)
2021/11/24 10:05,2021/11/24 10:24,1163,True,2021/11/24 10:24,R_5uylrIgxG8cxFW9,67,65-75,Male,SP (Socialist Party),Left,Progressive,Opposition parties,"VMBO, HAVO/VWO first 2 years, MBO 1",Low,"Living together/married, without children living at home",1,Owner-occupied house,5000 - 5999 Euros,6367,8300,6.987951807,70,30,672,Little urban (address density of 500 to 1 000)
2021/11/24 10:06,2021/11/24 10:15,567,True,2021/11/24 10:15,R_1CKFlqVFauRA9E4,59,55-65,Male,PVV (Partij voor de Vrijheid),Centre,Strongly conservative,Opposition parties,"HAVO, VWO, MBO2-4",Medium,"Single, without children living at home",1,Owner-occupied house,3000 - 3999 Euros,5462,3385,9.896602659,50,50,1124,Moderately urban (address density of 1 000 to 1 500)
2021/11/24 10:06,2021/11/24 10:18,732,True,2021/11/24 10:18,R_2qxAAfh8zeemMf8,59,55-65,Male,PvdA (Labour Party),Centre Left,Progressive,Opposition parties,"VMBO, HAVO/VWO first 2 years, MBO 1",Low,"Single, without children living at home",3,Owner-occupied house,1000 - 1999 euro,8131,8135,6.39213276,70,30,532,Little urban (address density of 500 to 1 000)
2021/11/24 10:06,2021/11/24 10:23,1004,True,2021/11/24 10:23,R_22PTaH01pvWx7wl,47,45-55,Male,Party for the Animals,Left,Strongly progressive,Opposition parties,"VMBO, HAVO/VWO first 2 years, MBO 1",Low,"Single, without children living at home",0,Rented house,1000 - 1999 euro,2522,12795,8.128175068,40,60,6418,Very highly urban (address density of 2 500 or more)
2021/11/24 10:06,2021/11/24 10:22,933,True,2021/11/24 10:22,R_74LZnYHj94GF5rX,65,65-75,Male,Party for the Animals,Left,Strongly progressive,Opposition parties,Master (HBO/WO),High,"Living together/married, without children living at home",1,Owner-occupied house,4000 - 4999 Euros,7731,12050,6.970954357,70,30,706,Little urban (address density of 500 to 1 000)
2021/11/24 10:06,2021/11/24 10:19,727,True,2021/11/24 10:19,R_3r2QSJQtOUdcjUJ,66,65-75,Male,ChristenUnie,Centre,Progressive,Coalition parties,"VMBO, HAVO/VWO first 2 years, MBO 1",Low,"Living together/married, without children living at home",1,Owner-occupied house,2000 - 2999 Euros,7121,7985,6.261740764,70,30,976,Little urban (address density of 500 to 1 000)
2021/11/24 10:07,2021/11/24 10:20,786,True,2021/11/24 10:20,R_2SITD8khavxaOoP,70,65-75,Male,GROENLINKS,Centre Left,Strongly progressive,Opposition parties,Master (HBO/WO),High,"Living together/married, without children living at home",1,Owner-occupied house,9000 - 9999 Euros,3712,3090,11.32686084,40,60,590,Little urban (address density of 500 to 1 000)
2021/11/24 10:07,2021/11/24 10:31,1388,True,2021/11/24 10:31,R_23Vk1lfdgIpBDaG,72,65-75,Male,50PLUS,Centre,Conservative,Opposition parties,"VMBO, HAVO/VWO first 2 years, MBO 1",Low,"Living together/married, without children living at home",1,Owner-occupied house,3000 - 3999 Euros,5233,8145,11.84775936,40,60,1706,Highly urban (address density of 1 500 to 2 500)
2021/11/24 10:08,2021/11/24 10:32,1443,True,2021/11/24 10:32,R_10oq26ffHxs8k4S,76,75+,Male,Party for the Animals,Left,Strongly progressive,Opposition parties,"VMBO, HAVO/VWO first 2 years, MBO 1",Low,"Single, without children living at home",0,Owner-occupied house,3000 - 3999 Euros,3331,11310,9.946949602,60,40,2698,Very highly urban (address density of 2 500 or more)
2021/11/24 10:08,2021/11/24 10:18,558,True,2021/11/24 10:18,R_AsOU4wvbde0trZD,65,65-75,Male,PvdA (Labour Party),Centre Left,Progressive,Opposition parties,Master (HBO/WO),High,"Living together/married, without children living at home",1,Owner-occupied house,3000 - 3999 Euros,7681,8830,9.343148358,60,40,754,Little urban (address density of 500 to 1 000)
2021/11/24 10:09,2021/11/24 10:23,851,True,2021/11/24 10:23,R_WxPnqJigwfWHnYB,69,65-75,Male,Pieter Omtzigt,Unknown,Unknown,Opposition parties,Master (HBO/WO),High,"Living together/married, without children living at home",2,Rented house,5000 - 5999 Euros,4691,8050,5.527950311,70,30,745,Little urban (address density of 500 to 1 000)
2021/11/24 10:09,2021/11/24 10:33,1440,True,2021/11/24 10:33,R_shWMIcPwXjwm2A1,73,65-75,Male,Forum voor Democatie (FvdD),Right,Strongly conservative,Opposition parties,Master (HBO/WO),High,"Living together/married, without children living at home",2,Owner-occupied house,4000 - 4999 Euros,2132,13040,7.285276074,50,50,1874,Highly urban (address density of 1 500 to 2 500)
2021/11/24 10:09,2021/11/24 10:48,2350,True,2021/11/24 10:48,R_NXsTwOVjI4iQt21,70,65-75,Male,Pieter Omtzigt,Unknown,Unknown,Opposition parties,"HAVO, VWO, MBO2-4",Medium,"Living together/married, with children living at home",1,Owner-occupied house,4000 - 4999 Euros,2013,8335,6.178764247,70,30,4588,Very highly urban (address density of 2 500 or more)
2021/11/24 10:09,2021/11/24 10:25,960,True,2021/11/24 10:25,R_279AgiLqwGS3DsS,79,75+,Female,Party for the Animals,Left,Strongly progressive,Opposition parties,Master (HBO/WO),High,"Single, without children living at home",1,Rented house,2000 - 2999 Euros,3734,4530,10.37527594,60,40,614,Little urban (address density of 500 to 1 000)
2021/11/24 10:09,2021/11/24 10:20,632,True,2021/11/24 10:20,R_2DT8rGt1WaGZfmL,53,45-55,Female,D66,Centre,Strongly progressive,Coalition parties,"Other, namely",Medium,"Living together/married, without children living at home",1,Owner-occupied house,0 - 999 Euros,4708,12330,5.515004055,80,20,1374,Moderately urban (address density of 1 000 to 1 500)
2021/11/24 10:09,2021/11/24 10:27,1076,True,2021/11/24 10:27,R_1NxHhQ7ahQstpJ2,77,75+,Male,ChristenUnie,Centre,Progressive,Coalition parties,"HAVO, VWO, MBO2-4",Medium,"Living together/married, without children living at home",1,Rented house,2000 - 2999 Euros,3701,6340,7.570977918,50,50,2395,Highly urban (address density of 1 500 to 2 500)
2021/11/24 10:10,2021/11/24 10:21,681,True,2021/11/24 10:21,R_4SH12rBbKbeQ0aB,59,55-65,Male,JA21,Right,Strongly conservative,Opposition parties,Bachelor's degree (HBO/WO),Medium,"Living together/married, without children living at home",2,Owner-occupied house,0 - 999 Euros,2313,12520,5.111821086,60,40,4094,Very highly urban (address density of 2 500 or more)
2021/11/24 10:10,2021/11/24 10:36,1524,True,2021/11/24 10:36,R_6LPT0bn2GfUHsC5,76,75+,Male,JA21,Right,Strongly conservative,Opposition parties,"HAVO, VWO, MBO2-4",Medium,"Living together/married, without children living at home",1,Owner-occupied house,2000 - 2999 Euros,8224,7135,12.26348984,50,50,1973,Highly urban (address density of 1 500 to 2 500)
2021/11/24 10:10,2021/11/24 10:29,1140,True,2021/11/24 10:29,R_31bhQ4l1Zh0m5XH,53,45-55,Female,SP (Socialist Party),Left,Progressive,Opposition parties,"VMBO, HAVO/VWO first 2 years, MBO 1",Low,"Single, with children living at home",1,Rented house,0 - 999 Euros,6229,6670,12.29385307,40,60,1490,Moderately urban (address density of 1 000 to 1 500)
2021/11/24 10:10,2021/11/24 10:56,2745,True,2021/11/24 10:56,R_2Pj3lD8VNc0KjfC,53,45-55,Female,Belang van Nederland (BVNL),Unknown,Unknown,Opposition parties,"VMBO, HAVO/VWO first 2 years, MBO 1",Low,"Single, without children living at home",0,Rented house,1000 - 1999 euro,6041,11710,8.411614005,50,50,1816,Highly urban (address density of 1 500 to 2 500)
2021/11/24 10:11,2021/11/24 10:56,2750,True,2021/11/24 10:56,R_3eXxOgnVfkZLvAB,70,65-75,Male,Pieter Omtzigt,Unknown,Unknown,Opposition parties,"Doctor, PhD",High,"Living together/married, without children living at home",2,Rented house,2000 - 2999 Euros,1023,4690,10.44776119,30,70,2571,Very highly urban (address density of 2 500 or more)
2021/11/24 10:11,2021/11/24 11:47,5747,True,2021/11/24 11:47,R_1Nx0XOzB0iAc0R7,51,45-55,Male,BBB (BoerBurgerBeweging),Centre Right,Conservative,Opposition parties,Bachelor's degree (HBO/WO),Medium,"Living together/married, with children living at home",2,Owner-occupied house,4000 - 4999 Euros,1507,13240,7.212990937,70,30,1841,Highly urban (address density of 1 500 to 2 500)
2021/11/24 10:11,2021/11/24 10:38,1645,True,2021/11/24 10:38,R_zU3boGv9dZnOlpf,84,75+,Male,PvdA (Labour Party),Centre Left,Progressive,Opposition parties,Bachelor's degree (HBO/WO),Medium,"Living together/married, without children living at home",1,Owner-occupied house,2000 - 2999 Euros,1822,5375,5.953488372,80,20,1408,Moderately urban (address density of 1 000 to 1 500)
2021/11/24 10:11,2021/11/24 10:22,664,True,2021/11/24 10:22,R_UsVfG7FS0mJlYFH,61,55-65,Male,SP (Socialist Party),Left,Progressive,Opposition parties,"HAVO, VWO, MBO2-4",Medium,"Living together/married, with children living at home",2,Owner-occupied house,4000 - 4999 Euros,3560,,,,,,
2021/11/24 10:11,2021/11/24 10:25,853,True,2021/11/24 10:25,R_2Tz1MrEPGOWlMTi,67,65-75,Male,VVD,Centre Right,Conservative,Coalition parties,"HAVO, VWO, MBO2-4",Medium,"Living together/married, without children living at home",1,Owner-occupied house,Euro 6000 - 6999,9481,4060,9.852216749,70,30,418,Non-urban (address density of less than 500)
2021/11/24 10:11,2021/11/24 10:27,931,True,2021/11/24 10:27,R_xE4ypOB7UWXJMK5,66,65-75,Male,D66,Centre,Strongly progressive,Coalition parties,Bachelor's degree (HBO/WO),Medium,"Living together/married, with children living at home",2,Rented house,Euro 6000 - 6999,9722,7945,7.551919446,60,40,2483,Highly urban (address density of 1 500 to 2 500)
2021/11/24 10:12,2021/11/24 10:47,2102,True,2021/11/24 10:47,R_ZCAOGB6CpFHzhmx,60,55-65,Female,Pieter Omtzigt,Unknown,Unknown,Opposition parties,Bachelor's degree (HBO/WO),Medium,"Living together/married, without children living at home",2,Owner-occupied house,4000 - 4999 Euros,4891,6635,7.460437076,80,20,461,Non-urban (address density of less than 500)
2021/11/24 10:13,2021/11/24 10:32,1185,True,2021/11/24 10:32,R_1ihuZMdeqRfs1ko,59,55-65,Female,No idea,No idea,No idea,No idea,"HAVO, VWO, MBO2-4",Medium,"Living together/married, without children living at home",3,Owner-occupied house,0 - 999 Euros,5283,12270,6.275468623,70,30,1373,Moderately urban (address density of 1 000 to 1 500)
2021/11/24 10:13,2021/11/24 10:37,1412,True,2021/11/24 10:37,R_31yeLlnnTM133Qp,70,65-75,Female,VVD,Centre Right,Conservative,Coalition parties,Master (HBO/WO),High,"Single, without children living at home",1,Owner-occupied house,2000 - 2999 Euros,2251,11395,6.055287407,60,40,1731,Highly urban (address density of 1 500 to 2 500)
2021/11/24 10:13,2021/11/24 10:24,655,True,2021/11/24 10:24,R_1indta9JEU6T5W0,70,65-75,Female,Pieter Omtzigt,Unknown,Unknown,Opposition parties,"HAVO, VWO, MBO2-4",Medium,"Living together/married, without children living at home",1,Owner-occupied house,2000 - 2999 Euros,3069,18980,10.74815595,40,60,2637,Very highly urban (address density of 2 500 or more)
2021/11/24 10:13,2021/11/24 10:28,872,True,2021/11/24 10:28,R_33eEujc7gb5ZDDJ,56,55-65,Female,Votes blank or not,Votes blank or not,Votes blank or not,Votes blank or not,Bachelor's degree (HBO/WO),Medium,"Living together/married, with children living at home",2,Owner-occupied house,3000 - 3999 Euros,3200,,,,,,
2021/11/24 10:14,2021/11/24 10:39,1537,True,2021/11/24 10:39,R_2VPhRpeZjIH30Tp,58,55-65,Female,BBB (BoerBurgerBeweging),Centre Right,Conservative,Opposition parties,Bachelor's degree (HBO/WO),Medium,"Living together/married, without children living at home",3,Owner-occupied house,3000 - 3999 Euros,7448,2120,4.245283019,80,20,116,Non-urban (address density of less than 500)
2021/11/24 10:14,2021/11/24 10:29,887,True,2021/11/24 10:29,R_2feORV7XPXuOQxV,51,45-55,Female,No idea,No idea,No idea,No idea,"VMBO, HAVO/VWO first 2 years, MBO 1",Low,"Living together/married, with children living at home",1,Owner-occupied house,2000 - 2999 Euros,1824,7570,9.445178336,50,40,2178,Highly urban (address density of 1 500 to 2 500)
2021/11/24 10:14,2021/11/24 12:35,8404,True,2021/11/24 12:35,R_O7JbQDGMnKVv3jP,53,45-55,Male,Volt,Centre,Strongly progressive,Opposition parties,Master (HBO/WO),High,"Living together/married, with children living at home",1,Owner-occupied house,5000 - 5999 Euros,2593,8595,5.526468877,50,50,4092,Very highly urban (address density of 2 500 or more)
2021/11/24 10:15,2021/11/24 10:29,861,True,2021/11/24 10:29,R_2Vlu7HdHKw45IEi,71,65-75,Female,Party for the Animals,Left,Strongly progressive,Opposition parties,"HAVO, VWO, MBO2-4",Medium,"Living together/married, without children living at home",1,Rented house,2000 - 2999 Euros,7622,7825,8.75399361,50,50,1581,Highly urban (address density of 1 500 to 2 500)
2021/11/24 10:15,2021/11/24 10:43,1678,True,2021/11/24 10:43,R_RCtss9jyx4trphT,61,55-65,Male,ChristenUnie,Centre,Progressive,Coalition parties,Bachelor's degree (HBO/WO),Medium,"Living together/married, with children living at home",2,Owner-occupied house,2000 - 2999 Euros,9791,4670,5.674518201,70,20,548,Little urban (address density of 500 to 1 000)
2021/11/24 10:15,2021/11/24 10:28,757,True,2021/11/24 10:28,R_3pti4YxVmTR2yQi,70,65-75,Male,PvdA (Labour Party),Centre Left,Progressive,Opposition parties,Master (HBO/WO),High,"Living together/married, without children living at home",1,Owner-occupied house,3000 - 3999 Euros,4463,6950,10.07194245,50,50,1152,Moderately urban (address density of 1 000 to 1 500)
2021/11/24 10:15,2021/11/24 10:28,784,True,2021/11/24 10:28,R_2RPmDlWqF2iodWI,57,55-65,Male,PVV (Partij voor de Vrijheid),Centre,Strongly conservative,Opposition parties,"HAVO, VWO, MBO2-4",Medium,"Living together/married, with children living at home",1,Rented house,2000 - 2999 Euros,1182,3885,4.761904762,50,50,1583,Highly urban (address density of 1 500 to 2 500)
2021/11/24 10:15,2021/11/24 10:30,897,True,2021/11/24 10:30,R_1opwQdEcXM8yWoC,71,65-75,Male,SP (Socialist Party),Left,Progressive,Opposition parties,"VMBO, HAVO/VWO first 2 years, MBO 1",Low,"Single, without children living at home",0,Rented house,2000 - 2999 Euros,6662,9990,6.456456456,80,20,1082,Moderately urban (address density of 1 000 to 1 500)
2021/11/24 10:15,2021/11/24 11:06,3049,True,2021/11/24 11:06,R_50y7hfXh8Wonu81,75,75+,Female,GROENLINKS,Centre Left,Strongly progressive,Opposition parties,Bachelor's degree (HBO/WO),Medium,"Living together/married, without children living at home",1,Rented house,2000 - 2999 Euros,6135,5815,11.6938951,50,50,1481,Moderately urban (address density of 1 000 to 1 500)
2021/11/24 10:15,2021/11/24 10:35,1166,True,2021/11/24 10:35,R_3CC7HoJbwcPauTy,52,45-55,Female,D66,Centre,Strongly progressive,Coalition parties,"HAVO, VWO, MBO2-4",Medium,"Living together/married, with children living at home",1,Owner-occupied house,3000 - 3999 Euros,1509,6530,7.733537519,60,40,965,Little urban (address density of 500 to 1 000)
2021/11/24 10:15,2021/11/24 10:27,692,True,2021/11/24 10:27,R_2ctkhpsH2QHqoOh,58,55-65,Male,VVD,Centre Right,Conservative,Coalition parties,"HAVO, VWO, MBO2-4",Medium,"Living together/married, with children living at home",2,Owner-occupied house,4000 - 4999 Euros,5345,13755,8.869501999,70,30,1829,Highly urban (address density of 1 500 to 2 500)
2021/11/24 10:16,2021/11/24 10:28,749,True,2021/11/24 10:28,R_3oGxySZ5vKhtH4t,67,65-75,Male,CDA,Centre,Conservative,Coalition parties,"HAVO, VWO, MBO2-4",Medium,"Living together/married, without children living at home",1,Owner-occupied house,3000 - 3999 Euros,3443,7310,7.387140903,50,50,1880,Highly urban (address density of 1 500 to 2 500)
2021/11/24 10:16,2021/11/24 10:44,1704,True,2021/11/24 10:44,R_1E1isv6Mo54RUCP,65,65-75,Female,D66,Centre,Strongly progressive,Coalition parties,"Other, namely",Medium,"Living together/married, with children living at home",1,Owner-occupied house,2000 - 2999 Euros,5802,7375,12.94915254,50,50,1522,Highly urban (address density of 1 500 to 2 500)
2021/11/24 10:16,2021/11/24 10:29,762,True,2021/11/24 10:29,R_2t9xDDZSsD7L6Xg,73,65-75,Male,Pieter Omtzigt,Unknown,Unknown,Opposition parties,"VMBO, HAVO/VWO first 2 years, MBO 1",Low,"Living together/married, without children living at home",1,Owner-occupied house,3000 - 3999 Euros,6245,9595,6.149035956,80,20,773,Little urban (address density of 500 to 1 000)
2021/11/24 10:16,2021/11/24 10:35,1120,True,2021/11/24 10:35,R_3KW5AIPnPBTJ9N9,63,55-65,Male,Volt,Centre,Strongly progressive,Opposition parties,Bachelor's degree (HBO/WO),Medium,"Living together/married, without children living at home",2,Owner-occupied house,5000 - 5999 Euros,4511,4560,5.153508772,60,30,650,Little urban (address density of 500 to 1 000)
2021/11/24 10:16,2021/11/24 10:35,1130,True,2021/11/24 10:35,R_PRFvu2OdQ237pQZ,70,65-75,Male,SGP,Centre Right,Conservative,Opposition parties,Master (HBO/WO),High,"Living together/married, with children living at home",2,Owner-occupied house,4000 - 4999 Euros,7325,13220,8.207261725,70,30,1515,Highly urban (address density of 1 500 to 2 500)
2021/11/24 10:16,2021/11/24 10:36,1149,True,2021/11/24 10:36,R_3QL4UvPvTB3wxxL,74,65-75,Male,Volt,Centre,Strongly progressive,Opposition parties,"HAVO, VWO, MBO2-4",Medium,"Living together/married, without children living at home",1,Owner-occupied house,2000 - 2999 Euros,2622,8005,7.870081199,50,50,2234,Highly urban (address density of 1 500 to 2 500)
2021/11/24 10:17,2021/11/24 12:02,6287,True,2021/11/24 12:02,R_3092RqmaqLjhxtz,65,65-75,Female,Votes blank or not,Votes blank or not,Votes blank or not,Votes blank or not,"VMBO, HAVO/VWO first 2 years, MBO 1",Low,"Living together/married, without children living at home",1,Owner-occupied house,"10,000 Euros or more",2382,3005,4.159733777,70,30,1116,Moderately urban (address density of 1 000 to 1 500)
2021/11/24 10:17,2021/11/24 10:29,740,True,2021/11/24 10:29,R_3gTuc4fKe1Clo6p,66,65-75,Female,D66,Centre,Strongly progressive,Coalition parties,Bachelor's degree (HBO/WO),Medium,"Living together/married, without children living at home",1,Owner-occupied house,4000 - 4999 Euros,2725,5915,5.156382079,70,30,2131,Highly urban (address density of 1 500 to 2 500)
2021/11/24 10:17,2021/11/24 10:31,825,True,2021/11/24 10:31,R_23fQm06pcOuVl0M,65,65-75,Male,ChristenUnie,Centre,Progressive,Coalition parties,"HAVO, VWO, MBO2-4",Medium,"Living together/married, without children living at home",1,Owner-occupied house,2000 - 2999 Euros,9247,4815,6.334371755,70,30,449,Non-urban (address density of less than 500)
2021/11/24 10:18,2021/11/24 10:33,939,True,2021/11/24 10:33,R_1Itpd0EhTt0afdy,77,75+,Male,JA21,Right,Strongly conservative,Opposition parties,"HAVO, VWO, MBO2-4",Medium,"Single, without children living at home",1,Rented house,2000 - 2999 Euros,3054,7925,7.886435331,50,50,2086,Highly urban (address density of 1 500 to 2 500)
2021/11/24 10:18,2021/11/24 10:35,1001,True,2021/11/24 10:35,R_2CjhFjy2ILAEc5B,62,55-65,Female,No idea,No idea,No idea,No idea,"HAVO, VWO, MBO2-4",Medium,"Single, without children living at home",1,Rented house,1000 - 1999 euro,4336,7095,8.033826638,70,30,1972,Highly urban (address density of 1 500 to 2 500)
2021/11/24 10:18,2021/11/24 10:30,725,True,2021/11/24 10:30,R_2q4NQsoAGbMob5i,70,65-75,Male,Volt,Centre,Strongly progressive,Opposition parties,Bachelor's degree (HBO/WO),Medium,"Living together/married, without children living at home",1,Owner-occupied house,2000 - 2999 Euros,6715,6790,7.65832106,60,40,2035,Highly urban (address density of 1 500 to 2 500)
2021/11/24 10:18,2021/11/24 10:39,1206,True,2021/11/24 10:39,R_3fPmXTwhkG8qDd1,61,55-65,Female,Pieter Omtzigt,Unknown,Unknown,Opposition parties,"VMBO, HAVO/VWO first 2 years, MBO 1",Low,"Single, without children living at home",1,Owner-occupied house,1000 - 1999 euro,7823,8155,15.87982833,50,50,1488,Moderately urban (address density of 1 000 to 1 500)
2021/11/24 10:18,2021/11/24 10:41,1382,True,2021/11/24 10:41,R_1KpZy7Y9LFwbP2e,75,75+,Male,No answer,No answer,No answer,No answer,Master (HBO/WO),High,"Living together/married, without children living at home",1,Owner-occupied house,0 - 999 Euros,2291,13450,5.055762082,70,30,2248,Highly urban (address density of 1 500 to 2 500)
2021/11/24 10:19,2021/11/24 10:52,2018,True,2021/11/24 10:52,R_3lPjmSlFGXEZ6qU,63,55-65,Male,SP (Socialist Party),Left,Progressive,Opposition parties,"HAVO, VWO, MBO2-4",Medium,"Living together/married, without children living at home",1,Rented house,1000 - 1999 euro,2992,14690,5.071477195,70,30,1807,Highly urban (address density of 1 500 to 2 500)
2021/11/24 10:19,2021/11/24 10:35,965,True,2021/11/24 10:35,R_3fvpNokAiifRDCF,70,65-75,Male,VVD,Centre Right,Conservative,Coalition parties,Master (HBO/WO),High,"Living together/married, without children living at home",2,Owner-occupied house,3000 - 3999 Euros,4761,13210,6.39666919,60,40,1346,Moderately urban (address density of 1 000 to 1 500)
2021/11/24 10:19,2021/11/24 10:39,1222,True,2021/11/24 10:39,R_1flR9kZS2yzQbLj,78,75+,Male,Pieter Omtzigt,Unknown,Unknown,Opposition parties,"HAVO, VWO, MBO2-4",Medium,"Living together/married, without children living at home",1,Owner-occupied house,2000 - 2999 Euros,8812,255,9.803921569,80,20,37,Non-urban (address density of less than 500)
2021/11/24 10:19,2021/11/24 10:34,904,True,2021/11/24 10:34,R_3L23rbW12vK6O8q,63,55-65,Male,Party for the Animals,Left,Strongly progressive,Opposition parties,Bachelor's degree (HBO/WO),Medium,"Living together/married, without children living at home",1,Owner-occupied house,3000 - 3999 Euros,4901,10650,6.76056338,50,40,2350,Highly urban (address density of 1 500 to 2 500)
2021/11/24 10:19,2021/11/24 10:31,696,True,2021/11/24 10:31,R_bxTmn3hbVBV8gIp,51,45-55,Female,VVD,Centre Right,Conservative,Coalition parties,"HAVO, VWO, MBO2-4",Medium,"Living together/married, with children living at home",3,Owner-occupied house,4000 - 4999 Euros,3319,10545,4.646752015,70,30,1618,Highly urban (address density of 1 500 to 2 500)
2021/11/24 10:19,2021/11/24 10:38,1102,True,2021/11/24 10:38,R_27lrhEfFhx0F1Yx,65,65-75,Male,Pieter Omtzigt,Unknown,Unknown,Opposition parties,"HAVO, VWO, MBO2-4",Medium,"Living together/married, without children living at home",1,Owner-occupied house,4000 - 4999 Euros,3124,8185,4.459376909,90,10,1836,Highly urban (address density of 1 500 to 2 500)
2021/11/24 10:20,2021/11/24 10:40,1176,True,2021/11/24 10:40,R_1GJ4rCVgOcB8nms,66,65-75,Female,Pieter Omtzigt,Unknown,Unknown,Opposition parties,"VMBO, HAVO/VWO first 2 years, MBO 1",Low,"Single, without children living at home",0,Rented house,1000 - 1999 euro,6952,4310,8.584686775,50,50,1373,Moderately urban (address density of 1 000 to 1 500)
